title,company_name,company_link,location,description
Python Middle+ Developer,HuntMЕ,https://ua.indeed.com/cmp/Huntm%D0%B5?campaignid=mobvjcmp&from=mobviewjob&tk=1grnp3mgek997800&fromjk=44a3082a4b09c955,Львів,"


  We are looking for Python dev.
 

  Technical Skills:
 

Python 2+


Django/flask


Git


SQL -liked db


Linux



  Would be a plus:
 

Celery, Redis, HTML, CSS, JavaScript, Docker



  What we offer:
 

Interesting and challenging projects;


Open management and friendly team;


Competitive salary level;


Official employment;


Paid vacations (20 working days)


English lessons;


Donuts every Tuesday, Pizza every Friday!


"
Odoo/OpenERP Developer,Quintagroup,https://ua.indeed.com/cmp/Quintagroup?campaignid=mobvjcmp&from=mobviewjob&tk=1grnp3q56k98i800&fromjk=f659d2fb28ebc11c,Львів,"

Hey! How you doin`? Quintagroup is waiting for you!
 We are a team of professionals with a passion for our occupation.
 Quintagroup provides consulting, programming and support services to organizations interested in web-based solutions on the open platform basis. We develope e-auction, e-procurement, e-commerce solutions. We are fond of open source and Python.
 Now, we are looking for a talented Odoo/OpenERP Developer..
 What should you do as a Odoo/OpenERP Developer.?
 Your future responsibilities:

Development of new Odoo add-ons to fulfill business needs;
Updating the existing add-ons, both our own and third-party;
Maintaining code quality via unit testing;
Documenting the code, writing short READMEs and usage instructions;
Integration with other systems using Web APIs;
Participation in the planning and execution stages;
Researching and applying technologies to implement effective solutions

Requirements:

Strong knowledge of Python, Django;
Experience in integrating Odoo with external systems using their APIs, Odoo's XML-RPC and JSON-RPC APIs or (preferably) Odoo Connector Framework;
Practical experience in building, running and managing containers (Docker, Flant Werf/Dapp, docker-compose, Kubernetes, Nomad);
Experience with backbone.js;
Desire to develop and learn.

Would be a plus:

Experience in database upgrade between major Odoo versions

We offer:

Interesting tasks, possibilities for career and professional growth;
Friendly atmosphere and good working conditions;
Regular team-buildings and corporate parties;
Competitive salary and bonuses;
Official employment;
Flexible working hours.

If you are interested please send us your CV to jobs@quintagroup.com.


"
С++ developer,KindGeek,https://ua.indeed.com/cmp/Kindgeek?campaignid=mobvjcmp&from=mobviewjob&tk=1grnp3tq3jkbd801&fromjk=0b89e942f783f894,Львів,"


   Work experience
  

    3 + years
  

    Work type
  

    Full Time
  

    Category
  

    Software Engineering
  


 Шукаємо в свою команду досвідченого та вмотивованого C++ developer.

 REQUIREMENTS


 Не менше 3 років комерційного досвіду з C++;
 Досвід з крос-компіляцією та віддаленим відлагодженням (gcc, gdb);
 Досвід роботи з Git;
 Від 1 року комерційного досвіду з багатопотічними алгоритмами;
 Досвід роботи програмування на ОС Linux;
 Знання основ мережевих протоколів, TCP, UDP;
 Знання основи фунціонування шин обміну даних - UART, CAN, Ethernet;
 Розуміння основ функціонування мікроконтролерів (STM32);
 Розуміння загальних принципів програмування і розробки embedded систем;
 Знання основ цифрофої обробки сигналів.

 Буде перевагою:

 Знання та досвід з мова програмування C та Python.


 RESPONSIBILITIES


 Комунікація (команди - телеметрія) з пультом керування;
 Комунікація з виконавчими пристроями і сенсорами ( CAN, UART, RS485);
 Реалізація алгоритмів керування кінцевими пристроями дистанційно-керованої платформи;
 Реалізація алгоритмів напівавтономної і автономної поведінки дистанційно-керованої платоформи.


 WHAT WILL YOU GET WITH KINDGEEK 

We want you to thrive and feel supported

 Professional growth: at KindGeek, we want our employees to grow and achieve ambitious professional goals. We support professional development with training and certifications refunds, as well as provide regular feedback and technical reviews.
 Benefits package: KindGeek offers all team members competitive pay along with a benefits package that includes 18 working days of fully paid vacation, 10 compensated by 50% sick leaves as well as an opportunity to take study leaves. Depending on how long you stay in the company, you can receive different health insurance packages from our partners.
 Personal growth: as a part of our team, you will have corporate English courses with a 50% sponsorship, take advantage of our library and access a large selection of corporate training and courses.
 Geek community: at KindGeek, we value community – even in the social distancing times we take every opportunity to stick together. Our Geeks organize various online and offline clubs – from stretching and skiing to English. Football enthusiasts can also join the corporate team that regularly participates in Lviv IT League.
 Flexibility: KindGeek offers a hybrid working model. Team members can work remotely or from the office or KindGeek London Hub – an innovative cafe-style co-working.


 We encourage you to apply

    At KindGeek, we encourage everyone to apply – no matter of nationality, race, gender, marital status, disability, sexual identity, or religion. We are on the journey of growing into an inclusive, equal opportunity company where only professionalism, competence, and ideas matter. Our mission is to bring equal opportunities to all team members and candidates – especially those who have been underrepresented in technological companies.
  


"
Middle VUE.js developer,PROBEGIN,https://ua.indeed.com/cmp/Probegin?campaignid=mobvjcmp&from=mobviewjob&tk=1grnp41f6g3lr800&fromjk=552a9baa3ede6832,Львів,"
We are looking for a mid level Vue.js developer to join forces in the frontend team. As a new team member you will work in close cooperation with your colleagues and will be involved in the implementation of new functionalities for an existing Django based platform in the front end part. This is a dynamic and interesting role, part of a cool and driven team of specialists. Are you ready to make a difference?
 Requirements:

 At least 2 years of experience in front-end development;
 Experience in front-end development targeting desktop and mobile browsers on different devices;
 Excellent knowledge of ES6+, HTML5, CSS3, post-processors;
 Experience with modern Web Components frameworks (Vue);
 Experience with real-time data processing and asynchronous programming model;
 Proven experience in tests creation;
 Experience with Git, Docker, Nginx.
 Intermediate level of English, both spoken and written
 Clean and Clear Coding
 Working experience with the following Tools: Git, JIRA, Confluence
 Professional attitude and work ethics
 Intermediate level of English, both spoken and written
 Strong work drive, drive to perform and grow
 REST architecture strong knowledge Web Sockets Any experience with Less/Sass

 Would be great to have

 Experience with Vuetify
 Basics understanding of Python/Django (or motivation and desire to learn and grow in these)
 Experience in multi-branding of single core product;
 Good understanding of MVC
 Good knowledge and experience of building OOP
 CI / CD processes implementation, experience with TDD and test automation;
 Experience with Webpack, Gulp. REST architecture strong knowledge Web Sockets Any experience with Less/Sass
 Ability to work as a single front-end developer in the project. Responsive design, mobile

 WHAT WE OFFER

 Experienced, open-minded, professional teams
 Unique working environment where you communicate and work directly with client
 Regular Travels to The Netherlands and work closely with your colleagues on site
 Nice work environment where you work with Friends
 Competitive salary
 Excellent benefits
 Fresh and Tasty Coffee, Tea and Cookies
 Courses of English
 Five-days working week
 Flexible Office hours, depending on the project
 Paid vacation (21 working days) and sick leave
 Career Planning, Development and Training
 Lots of company activities

 Interested to join this cool and innovative project? Send us your CV and motivation letter to hr@probegin.com
"
PHP/JavaScript Developer,ZeyOS,https://ua.indeed.com/cmp/Zeyos?campaignid=mobvjcmp&from=mobviewjob&tk=1grnp452vjrin800&fromjk=8ac86625fc2d740c,Львів,"




    Worldwide
   

We are searching for outstanding web developers to be responsible for developing innovative business applications for our customers. This will invoice creating extensions for our ZeyOS platform, which allows our customer to work smarter and gain more productivity every day. You will work closely with our sales team to translate our customer requirements into feasible project specifications and quotes.
 Tasks and responsibilities:

Support us with various develop tasks
Create extensions for ZeyOS
Create stand-alone web-applications in PHP and JavaScript

Qualifications:

Excellent PHP skills
Server-side JavaScript with Node.JS
Python, including experience with PyQt
Front-end JavaScript, especially MooTools, AngularJS
Good Linux skills, preferably Ubuntu/Debian
Solid database skills, especially SQL databases (PostgreSQL and MySQL)
Experience with WebGL is a plus





About Us
ZeyOS is a software company originally founded in Munich 2009. We offer a platform for small businesses that unifies all the features you care about in one brilliant and intuitive platform - from e-mail and calendaring to inventory management and billing. We help growing companies that are stuck in a web of mesh-up and makeshift solutions. We are doing for businesses, what Apple did for consumers: Offering a truly integrated eco system for business apps that is as easy to use as iTunes, yet powerful and extensible in order to solve today's business problems.


Location
Lviv: iHub Lviv Zamknena St 9 Lviv Oblast Ukraine 
Munich: Bretonischer Ring 5 85630 Grasbrunn Germany 
San Francisco: 720 University Ave Palo Alto, CA 94301 United States




"
Senior Python (Full-stack),StrongSD GmbH,https://ua.indeed.com/cmp/Strongsd-Gmbh?campaignid=mobvjcmp&from=mobviewjob&tk=1grnp4anjj9hm800&fromjk=068fd0c8f20d2f65,Львів,"We are looking for a full-time job at a Senior Python (Full-stack) developer who loves to build great products. We want someone who is up for taking on new challenges, keen on learning new skills, willing to compromise and not afraid to fail. If you love challenges and solving problems this is for you. 

 Tasks 


Duties:
 — Design, build and maintain efficient, reusable, and reliable Python code. 

 — Integration of user-facing elements with server-side logic. 

 — Developing and documenting software design. 

 — Identify bottlenecks and bugs, and devise solutions to these problems. 

 — Help to maintain code quality and its automatization. 

 — Working with various third party APIs to automate processes. 

 — Contribute to all phases of the development lifecycle. 

 — Drive continuous adoption and integration of new technologies. 

 Requirements 


We hope you have:
 — At least 5 years of work experience as a Back-end Developer or as a Full-stack Developer. 

 — You have solid knowledge and production experience with Python. 

 — You have production experience with Solr, Pylons, Boostrap, jQuery or CSS a plus 

 — You have experience PostgreSQL. 

 — You are comfortable working with Git. 

 — You can freely read the documentation in English and chat with team members. 


Like a plus:
 — You work with JS. 

 — Enthusiasm for Open Source, Open Data, and Open Knowledge 

 — You have a structured, proactive working style. 

 — You are a self-starter and an entrepreneurial mind but are a team player. 


We offer:
 — Collaboration with highly motivated, talented and inspirational team members. 

 — Challenging and interesting software projects, not just tedious routine work. 

 — Extensive remote work possibilities and flexible working schedules. 

 — Unforgettable team buildings in different countries. 

 — Business trips abroad. 

 — Educational programs in English, as well as paid seminars, masterclasses, trainings, and world-class conferences."
Senior Splunk Developer,PROBEGIN,https://ua.indeed.com/cmp/Probegin?campaignid=mobvjcmp&from=mobviewjob&tk=1grnp4ebf2fss000&fromjk=a97ccba0c3f5e532,Львів,"
We are seeking a Senior Splunk Developer to join our Data Science Division. As part of the design and implementation effort, the Splunk developer will participate in various aspects of the implementations, including using Splunk to develop a proof of concept where legacy information systems are migrated to Splunk Enterprise. The Senior Splunk Developer will have to model data from several legacy and/or modern applications before ingesting the data into Splunk. The Splunk Developer will work closely with government personnel and other professionals in a team environment.
 The Candidate must be able to:

 Design and develop an “end to end” electronic transaction visibility, including large scale processing, integration, and analysis of system logs and databases in Splunk.
 Develop statistical behavior models, and provide support for the development of machine learning approaches.
 Develop visualization dashboards and indicators that identify anomalous activities.
 Assist with the development of project status briefings and dashboards for IRS executives
 Interact directly with client project team members and operational staff.
 Familiarity with the configuration file options that are not available through the GUI.
 A sophisticated understanding of Splunk “Search” language
 A deep understanding of Splunk Dashboards, Reports, Lookup Tables, and Summary Indexes.
 Knowledge of how to customize Dashboards via the XML source.
 Awareness of the Common Information Model and how to apply it directly and indirectly to data feeds.
 Expert-level capabilities with regular expression.
 Experience with Splunk Apps (both using and making).
 Intermediate to Expert -level capability with the Python Scripting Language.
 Awareness of how to handle null data and its impact on statistical analysis

 Requirements:

 Bachelor/Master in IT, Math or Computer Science
 At least two years of experience in security applications and systems related audit and accountability
 Splunk expertise with strong information security experience and have mastered the art of working with regular expressions to effectively extract key tokens of data into meaningful fields.
 Experience with relational databases is a plus.
 Experience with application servers being used for the extraction, transformation, and loading (ETL) of operational logs and individuals audit data deposited in a staging area for generating audit analysis reports.
 Experience with AMDAS on MQ Series will be critical. Cyber security experience.
 Familiarity with the configuration file options that are not available through the GUI.
 A sophisticated understanding of Splunk “Search” language. A deep understanding of Splunk Dashboards, Reports, Lookup Tables, and Summary Indexes.
 Knowledge of how to customize Dashboards via the XML source.
 Awareness of the Common Information Model and how to apply it directly and indirectly to data feeds.
 Expert-level capabilities with regular expression.
 Experience with Splunk Apps (both using and making).
 Intermediate to Expert -level capability with the Python Scripting Language.
 Awareness of how to handle null data and its impact on statistical analysis.
 Experience with reviewing, analyzing and coordinating requirements for ingesting auditable and actionable events into Splunk.
 Proven ability to work on and with teams comprised of the primary client and other client stakeholders dispersed across geographical sites.
 Excellent verbal and written communication skills.

 We will offer you:

 Experienced, open-minded, professional teams
 Excellent salary and benefits package
 Possibility for Certifications and professional growth
 Working with and for top 100 companies
 Fresh and Tasty Coffee, Tea and Cookies
 Courses of English
 Five-days working week
 Health Insurance & Multisport Program
 Flexible Office hours, depending on the project
 Paid vacation (21 working days) and sick leave
 Career Planning, Development and Training
 Lots of company activities

 Interested to join this cool and innovative project? Send us your CV and motivation letter to hr@probegin.com
"
Strong Middle Node.js Developer,PROBEGIN,https://ua.indeed.com/cmp/Probegin?campaignid=mobvjcmp&from=mobviewjob&tk=1grnp4hv3jv7u800&fromjk=be499f345adea83f,Львів,"
Our client – an experienced software development company, working for industry leaders on innovative, dynamic and interesting projects. The project is an broadly developed, high load and high volume system, you will be participating into the development of this very dynamic and challenging projects across different competences. The teams is multi-disciplined and you will work together. Teams will be changed after completion of each project, so you will always have challenging work. Working on Projects in several industry fields, with the latest technology possible, big data sets in a challenging environment.
 Requirements:

 You have 2 – 4 years IT professional, working as Python, PHP or Javascript Developer
 At least 1 year Experience in Node.js, more experience is better
 Experience with Typescript
 Understanding of HTML, CSS, XML
 You prefer node.js but can also handle React from time to time.
 Understanding MariaDB
 Clean and Clear Coding
 Good understanding of MVC
 Strong work drive, drive to perform and grow
 Good knowledge and experience of building OOP
 Working experience with the following Tools: Git, JIRA, Confluence
 Experience with and knowledge of Microservice architecture
 3+ years of business project experience
 Professional attitude and work ethics
 Good level of English

 We will offer you:

 Experienced, open-minded, professional teams
 Unique working environment where you communicate and work directly with client
 Nice work environment where you work with Friends
 Competitive salary
 Excellent benefits
 Fresh and Tasty Coffee, Tea and Cookies
 Courses of English
 Five-days working week
 Health Insurance & Multisport Program
 Flexible Office hours, depending on the project
 Paid vacation (21 working days) and sick leave
 Career Planning, Development and Training
 Lots of company activities

 Interested to join this cool and innovative project? Send us your CV and motivation letter to hr@probegin.com
"
Embedded Developer,Pixels Matter,https://ua.indeed.com/cmp/Pixels-Matter?campaignid=mobvjcmp&from=mobviewjob&tk=1grnp4liqk98h801&fromjk=7895b4ecc1fdaa89,Львів,"







Embedded Developer


 Lviv, Ukraine


 Full-Time



 In Person













 Are you looking for an innovative and cutting-edge technology company that will motivate you and support your career? Take charge of your career future at Pixels Matter and join us in our Lviv office.  We are a leading provider of technology content and services for the Location Based Industry. Maintaining a diversified IP portfolio in four primary market segments: M2M Intelligence, Golf Location Solutions, Vehicle Telematics and Geo-Data Solutions.  As an Embedded Developer, you will be a vital contributor to our inspiring and bold mission. 


Position Objective


 The Embedded developer is responsible for the implementation of embedded computer software in conjunction with hardware product development.


 Duties and Responsibilities









               Experience developing software on an embedded microprocessor using RTOS in C or C++
             


               Experience in Real-Time Operating System (RTOS) with multi-tasking management
             


               Experience in the full development life cycle for Linux/Android OS - based software projects
             


               Experience in Linux/Android BSP porting.
             


               Strong analytical and debugging skills
             


               Understanding digital circuits
             







 Qualifications









               Experience with Linux/Android BSP development and kernel level driver skills.
             


               Experience with Linux/Android bootloader (U-boot, LK, etc.)
             


               Familiarity with Hardware Abstraction Layer (HAL) and Android Radio Interface Layer (RIL)
             


               Familiarity with Android build system
             


               Developing realtime embedded software in C or C++, especially in developing embedded MultiCore or Multi-Threaded Software
             


               Ability to utilize and/or code various embedded communication protocols (UART, I2C, CAN)
             


               Familiarity with wireless communications protocol stacks such as WiFi/Bluetooth/NFC and cellular radios (GSM, CDMA, UMTS, LTE)
             


               Familiarity with power management techniques for battery powered devices.
             


               Experience in software methodologies and tools. The candidate should have overall understanding of software development lifecycle (SDLC)
             


               Experience in using Emulators, Analyzers, Oscilloscopes, Test Equipment and other such infrastructure for Embedded Systems
             




 Preferred Additional Skills





               Experience with Low Level Drivers, Clocks, Voltages and Power Levels in Silicon (Preferably in the area of Wireless Systems), and Embedded Systems HW (IA Cores, Memory, Peripherals, DMA, cache, MMU, etc.)
             


               Experience in embedded Audio systems, drivers, speech codecs. Good understanding of typical audio issues in mobile communication systems and skill to analyze and debug them
             


               Cellular Modem Development experience with GSM, UMTS, LTE technologies
             


               IMS/VoLTE development experience (3GPP,IETF,IR.92,IR.94) preferred, but not necessary
             


               Experience with TCP and UDP network protocols and writing network communications software in C or C++
             


               Experience in Java and Eclipse, and scripting languages (Python, BASH, etc) preferred, but not necessary
             


               Experience in GPS technologies
             


               Collaborative, selforganized, take responsibility and have a dedication to deliver results in time and with high quality
             







 Travel Requirements








              Not Applicable
            







 What We Can Offer You








              Salary commensurate with experience.
            












"
API and DevOps Developer,ZeyOS,https://ua.indeed.com/cmp/Zeyos?campaignid=mobvjcmp&from=mobviewjob&tk=1grnp4p7disv8801&fromjk=aaf10f06d9192e9d,Львів,"




    Worldwide
   

We are looking for an integration and DevOps expert who helps us to maintain ZeyOS in a live environment. This does not only involve creating and mainting our own APIs but also utilizing external APIs to integrate ZeyOS with other products.
 Tasks and responsibilities:

Maintain our various APIs, especially the ZeyOS REST API (http://docs.zeyos.apiary.io/)
Develop API clients for various runtimes (JavaScript, Java, PHP, Python, etc.)
Write demos and usage examples
Create Integrations between ZeyOS and other applications
Toolsmithing automation tools and scripts
Maintaining and monitoring server operations

Qualifications:

Good english writing skills for technical documentation
Eye for detail and consistency
Experience with APIs in general (REST, SOAP, etc.)
Excellent Linux skills, preferrably with Ubuntu/Debian
Broad development skillset with various runtimes
Skills with DevOps services such as IBM Bluemix or Dockers are a plus





About Us
ZeyOS is a software company originally founded in Munich 2009. We offer a platform for small businesses that unifies all the features you care about in one brilliant and intuitive platform - from e-mail and calendaring to inventory management and billing. We help growing companies that are stuck in a web of mesh-up and makeshift solutions. We are doing for businesses, what Apple did for consumers: Offering a truly integrated eco system for business apps that is as easy to use as iTunes, yet powerful and extensible in order to solve today's business problems.


Location
Lviv: iHub Lviv Zamknena St 9 Lviv Oblast Ukraine 
Munich: Bretonischer Ring 5 85630 Grasbrunn Germany 
San Francisco: 720 University Ave Palo Alto, CA 94301 United States




"
Senior Node.js Developer,PROBEGIN,https://ua.indeed.com/cmp/Probegin?campaignid=mobvjcmp&from=mobviewjob&tk=1grnp4svv2d60000&fromjk=f4985b37acc561c7,Львів,"
Our client – an experienced software development company, working for industry leaders on innovative, dynamic and interesting projects. The project is an broadly developed, high load and high volume system, you will be participating into the development of this very dynamic and challenging projects across different competences. The teams is multi-disciplined and you will work together. Teams will be changed after completion of each project, so you will always have challenging work.
 Requirements:

 You have 3 – 5 years IT professional, working as Python, PHP or Javascript Developer
 At least 1 year Experience in Node.js, more experience is better
 Experience with Typescript
 Understanding of HTML, CSS, XML
 You prefer node.js but can also handle React from time to time.
 Understanding MariaDB
 Clean and Clear Coding
 Good understanding of MVC
 Strong work drive, drive to perform and grow
 Good knowledge and experience of building OOP
 Working experience with the following Tools: Git, JIRA, Confluence
 Experience with and knowledge of Microservice architecture
 3+ years of business project experience
 Professional attitude and work ethics
 Good level of English

 We will offer you:

 Experienced, open-minded, professional teams
 Unique working environment where you communicate and work directly with client
 Nice work environment where you work with Friends
 Competitive salary
 Excellent benefits
 Fresh and Tasty Coffee, Tea and Cookies
 Courses of English
 Five-days working week
 Health Insurance & Multisport Program
 Flexible Office hours, depending on the project
 Paid vacation (21 working days) and sick leave
 Career Planning, Development and Training
 Lots of company activities

 Interested to join this cool and innovative project? Send us your CV and motivation letter to hr@probegin.com
"
Embedded Developer (Malevich),Ajax Systems,https://ua.indeed.com/cmp/AJAX-Systems?campaignid=mobvjcmp&from=mobviewjob&tk=1grnp50jfjtth802&fromjk=8c89a118a0fdf533,Львів,"Ajax Systems — розробник і виробник систем безпеки Ajax із можливостями розумного дому. Це понад 50 пристроїв, мобільні та десктопні застосунки, серверна інфраструктура. У лінійці Ajax представлено централі керування із власною RTOS (OS Malevich), датчики руху, відчинення, захисту від затоплення та пожежні датчики, вуличні й домашні сирени, тривожна кнопка з функцією керування приладами, розумні розетки та реле.
Щороку ми демонструємо кратне зростання як у чисельності команди, так і в кількості користувачів у всьому світі. Виробництво Ajax Systems налічує два заводи, що розташовані в Україні. Також у нас чотири R&D-офіси: у Києві, Харкові, Львові та Вінниці. Локальні команди продажів є у Великобританії, Італії, Іспанії, Португалії, Німеччині, Польщі, Норвегії, Румунії, Туреччині, ОАЕ та ПАР.
Датчики Ajax охороняють понад 1 000 000 користувачів у більш ніж 130 країнах світу.
За розробку пристроїв у Ajax відповідає R&D-департамент, який складається з чотирьох команд: System, Devices, Automation та QA.Команда System робить пристрої розумними, перетворюючи їх на повноцінний IoT. Учасники команди створили й розвивають OS Malevich (модульна RTOS для різних апаратних платформ) і хмарний сервіс Ajax Cloud (Java 12, AWS, Akka). Для керування, обслуговування та моніторингу системи користувачами, інсталяторами й інженерами охоронних компаній розроблені застосунки для iOS (Objective-C, Swift), Android (Java, Kotlin), Windows/macOS (Python, QT, QML).
У нас багато пропрієтарних технологій. Так, ми впроваджуємо в ДНК продукту можливості й технології, копіювання яких є настільки трудомістким процесом, що просто не має сенсу. Такими розробками стали радіопротоколи Jeweller і Wings, операційна система OS Malevich, алгоритми датчиків і багато іншого. Саме в команду розробки OS Malevich ми шукаємо Embedded-інженерів, які готові покращити нашу систему разом з нами
Вимоги:
досвід розробки комерційних продуктів IoT від 2-х років;
досвід написання ПЗ під FreeRTOS, TIrtos, etc або під baremetal;
досвід роботи з процесорами STM32;
відмінне знання embedded coding techniques, інтерфейсів (SPI, I2C, UART) та підсистем;
досвід роботи з архітектурою ARM Cortex;
впевнені знання мови програмування C;
розуміння операційних систем: досвід програмування у embedded Linux або подібних вбудованих операційних системах (розуміння понять потоків, задач, нам важливий досвід з Real-time operating system);
досвід наладки та валідації складних embedded system та робота з протоколом стеку
Буде плюсом:
досвід програмування RF-модулів та розробки бездротових рішень для низького енергоспоживання;
знання скриптових мов (Python, Bash)
мультизадачність, можливість ефективно і швидко переключатись між різними проектами;
основи електроніки: наші Embedded інженери використовують осцилографи, логічні аналізатори та мультиметри
Обов’язки:
активна участь у повному циклі розробки ПЗ для embedded: проектування, впровадження, рев’ю коду, документування, тестування та валідація;
бажання і наполегливість знаходити справжнє джерело проблеми, що прийшла як від користувачів, так і від команди QA
співпраця з інженерами-електриками для перевірки нового обладнання з точки зору software team;
модернізація фреймворка під нові пристрої, участь у релізах ОС Malevich;
робота з високими технічними вимогами до досліджень та розробок нового функціоналу;
участь у прийнятті дизайнерських рішень щодо розробки високопродуктивних та надійних embedded систем;
створення модульних та функціональних тестів
Пропонуємо:
свободу приймати рішення та втілювати ідеї
можливість впливати на продукт і виробництво замість монотонного закриття задач
гнучкий графік у офісі
роботу в мотивованій команді та zero bullshit culture
турботу та медичне страхування
Долучайтеся, щоб зробити Made in Ukraine синонімом надійності.
Ajax — свобода бути інженером!"
Salesforce switcher,Sparkybit,https://ua.indeed.com/cmp/Sparkybit?campaignid=mobvjcmp&from=mobviewjob&tk=1grnp546nk98r800&fromjk=a90a081139f9eaf8,Львів,"




Lviv
 Dnipro
 Kharkiv






 What knowledge and experience we expect from our candidate:

 at least 1 year of commercial experience as a backend developer (Java, C #, C ++, Python, Node.JS) OOP, SOLID, Design Patterns
 experience with databases (SQL, MySQL, MongoDB, etc.)
 knowledge of algorithms and data structures
 ability to work in a team, understanding of software development processes
 English level — intermediate and higher.

 Will be a plus:

 experience in frontend development (Javascript, React, Angular, etc.)
 experience with Salesforce
 Salesforce certifications.

 We offer:

 work as PE (the company has an accountant who deals with these\ questions), tax compensation
 18 working days of paid vacation, 5 days of sick leave
 cozy office in the city center
 a fully equipped workplace in the office;
 professional growth
 access to internal English courses
 participation in conferences and educational events, with compensation from 50% to 100% of the cost
 social corporate activities and events.

 About Salesforce switcher program at Sparkybit:

 This is a full-time position for a junior/middle developer.
 Salesforce switcher program is an enhanced, individual training supervised by a dedicated experienced developer/mentor, for developers with commercial experience.
 The training period for a full transition to the Salesforce position is up to 2 months and depends on the speed of learning the material and completing practical tasks.
 After completing the program, developer passes the Salesforce Certified Platform Developer I certification, paid by the company.

 About Salesforce in the company:

 Since 2017, one of the main areas of work of Sparkybit — is Salesforce.
 The target market is Western Europe and the USA.
 The company’s Salesforce department is a strong development team. Some of its specialists came to Salesforce from other technologies, and some took the Salesforce trainee course at the company.
 Each employee passes international certifications, develops soft skills, improves English, constantly develops in new technologies — both in Salesforce direction (Apex, Visualforce, Aura, Lightning Web Components, Salesforce Community, Pardot, etc.) and in software development in general.

 What is Salesforce?
 Salesforce is an ecosystem for developing enterprise applications of various levels of complexity, which is a close combination of PaaS, SaaS, and cloud computing. The system consists of many components, the main ones of which are:

 Force.com — self-hosted application development platform. Apex, an object-oriented programming language, is used as a means for developing the backend part. For the frontend parts, both a Salesforce.com-based interface development tool and any javascript framework (ReactJS, AngularJS, etc.) can be used.
 Salesforce.com is the leading CRM system in the market, which can act as a tool for administering the entire Salesforce system, and as a visual interface for applications developed in the Force.com environment.
 Database.com is a cloud-based relational database, modeled on Oracle Database.

 Below is a list of resources (in Russian) to get more information on getting started with Salesforce:

 An article about getting started with Salesforce;\
 An article about the first 6 months in Salesforce — from the Salesforce program’s ex-trainee experience;\
 “Get to know Salesforce” video.

 These materials were created on the basis of the Ukrainian Salesforce community.



"
